Original Review,Summarized Review
i know this is mcdonalds but i have been going to this one for 20 years and it is still by far the slowest service of any late at night i think they only have one girl doing everything taking the orders collecting the money cooking the food and handing it out the window this is probably a management and staffing problem i go next door to rallys and i am in and out in no time and they are very friendly at rallys it is hit or miss at this mcdonalds, i know this is mcdonalds but i have been going to this one for 20 years and it is still by far the slowest service of any late at night . i think they only have one girl doing everything taking the orders taking
ita mcdonalds of course it is good i give it a 3 to let people know that their drivethru is the slowest i have ever been through time i go there i hate it makes me so mad they are not even an option anymore because they are so slow tbell and rallys are super fast and good enough pick up the speed, ita mcdonalds of course it is good i give it a 3 to let people know that their drivethru is the slowest i have ever been through time i go there i hate it makes me so mad they are not
this is quite possibly the slowest mcdonalds i have ever been to there is two drive thru lanes but all this does it confuse the workers i have placed orders and by the time i reach the cashier she is forgotten it and i am often asked which order was yours a few months ago i pulled in around 8am on a sunday i was the only car in the drive thru but no one would answer the speaker finally i drove around and went in to order i saw all of the employees standing in the back laughing and joking no one was up at the counter when the counter employee finally saw me she gave a huge sigh and acted like i was bothering her by being therei have occasionally gone there around 45am and am not surprised to be waiting up to ten minutes for food no that is not an exaggeration i timed it at a few seconds over 10 minutes last trip with only two cars ahead of me i know it is a mcds and i am not expecting a five star dining experience but the wait times can get ridiculousas far as the food goes i have not had an awful experiences they usually get my order right and the food is what youd expect at a mcds youre just going to wait an awful long time for it, This is quite possibly the slowest mcdonalds i have ever been to there is two drive thru lanes but all this does it confuse the workers . The workers often forget their orders by the time they reach the cashier she is forgotten
ok i do not go here that much  i was reading your review while waiting in the drive thru line all i ordered was 50 chicken nuggets and 1 of every sauce i knew it was impossible for them to mess this up and it was only 999 woo hooi was told to wait a few minutes they brought out the nuggets was not until i got home that i realized i got no sauces  ended up making my own honey mustard sauceanyway the place has free wifi but no plugs to power laptops, The place has free wifi but no plugs to power laptops . Free wifi is available but no plug plugs for laptops .
got home quarter pounder without cheese had cheesemy picky kids do not help but this is no excusefailed again for 100 screw up stats,got home quarter pounder without cheese had cheesemy picky kids do not help but this is no excusefailed again for 100 screw up stats
just stopped to get my dad and kids some breakfast ordered some hotcakeschecked my bag or so i thought then asked for some syrup and they told me they were outshould not you tell someone you are out of syrup before you sell them 4 orders of pancakes then i get to my dads and realize i only got 3 ordersafter a long wait fail all the way around, Should not you tell someone you are out of syrup before you sell them 4 orders of pancakes then i get to my dads and realize i only got 3 orders .
a bit of history  this mcdonalds is located on the first mcdonalds i ever visited back in the 1960s back then it was a special treat now not so much the menu is basic but the service here could be better sometimes ok sometimes downright dreadful they need some additional training, This is located on the first mcdonalds i ever visited back in the 1960s back then it was a special treat now . The menu is basic but the service here could be better sometimes ok sometimes downright dreadful .
this location is run by the worst management ever there is constant arguing in the grill area and even at the front countermassive customer complaintsorders are never received correctly or on timeif i could give this location a 5 i would,this location is run by the worst management ever there is constant arguing in the grill area and even at the front countermassive customer complaintsorders are never received correctly or on timeif i could give this location a 5 i would
consistently horrible service shake  cafe machines are seemingly always down drive thru is excruciatingly slow  the employees are exceptionally chatty  with each other as opposed to helping us customers i am still perplexed as to why i have to ask for a receipt with my transaction shame on this location,consistently horrible service shake  cafe machines are seemingly always down drive thru is excruciatingly slow  the employees are exceptionally chatty  with each other as opposed to helping us customers i am still perplexed as to why i have to ask for a receipt with my transaction shame on this location
it was a hot sweltering day and as always this macdonalds at 1245 in the afternoon says the icecream machine is broke everytime i want to take a chance and go there to get icecream or a shake the machine is down manager what is going on this is not sometime but just about all the time i have to go out to macedonia  this never happens out therewonder why, Macdonalds icecream machine is broke everytime i want to take a chance and go there to get icecream or a shake the machine is down manager what is going on?
wow absolutely the worst most shameful mcdonalds i have ever been to i have had better customer service at mcdonalds in airports walmarts and in foreign countries where they did not speak english no exaggerationdrivethru window 1 cashier did not say a single word not a single greeting or smile she opened window took payment handed back receipt then shut window  and no she was not busy  we were the only ones in the drivethru no one before us no one afterdrivethru window 2 expediter mimicked the first  no hello no thank you nothing only thing she said was waiting on your nuggets that is it but she had plenty to say with her coworkers one of whom i could tell was the shift supervisor who were standing around being absolutely unproductiveto add insult to injury they also got our order wrong wrong sauces  minor but still wrong especially with an order so small  only 1 entree we ordered chicken mcnuggets and 2 sweet teas pretty simple orderas a mcdonalds alumnus myself i can rightfully say that this stores management should be ashamed of themselves and their franchise pulled until the store managers learn mcdonalds standards for customer service," Drivethru window 1 cashier did not say a single word not a single greeting or smile . Customer service was ""absolutely the worst most shameful mcdonalds i have ever been to i have had better customer service"""
a bit of history  this mcdonalds is located on the first mcdonalds i ever visited back in the 1960s back then it was a special treat now not so much the menu is basic but the service here could be better sometimes ok sometimes downright dreadful they need some additional training, This is located on the first mcdonalds i ever visited back in the 1960s back then it was a special treat now . The menu is basic but the service here could be better sometimes ok sometimes downright dreadful .
this location is run by the worst management ever there is constant arguing in the grill area and even at the front countermassive customer complaintsorders are never received correctly or on timeif i could give this location a 5 i would,this location is run by the worst management ever there is constant arguing in the grill area and even at the front countermassive customer complaintsorders are never received correctly or on timeif i could give this location a 5 i would
consistently horrible service shake  cafe machines are seemingly always down drive thru is excruciatingly slow  the employees are exceptionally chatty  with each other as opposed to helping us customers i am still perplexed as to why i have to ask for a receipt with my transaction shame on this location,consistently horrible service shake  cafe machines are seemingly always down drive thru is excruciatingly slow  the employees are exceptionally chatty  with each other as opposed to helping us customers i am still perplexed as to why i have to ask for a receipt with my transaction shame on this location
it was a hot sweltering day and as always this macdonalds at 1245 in the afternoon says the icecream machine is broke everytime i want to take a chance and go there to get icecream or a shake the machine is down manager what is going on this is not sometime but just about all the time i have to go out to macedonia  this never happens out therewonder why, Macdonalds icecream machine is broke everytime i want to take a chance and go there to get icecream or a shake the machine is down manager what is going on?
wow absolutely the worst most shameful mcdonalds i have ever been to i have had better customer service at mcdonalds in airports walmarts and in foreign countries where they did not speak english no exaggerationdrivethru window 1 cashier did not say a single word not a single greeting or smile she opened window took payment handed back receipt then shut window  and no she was not busy  we were the only ones in the drivethru no one before us no one afterdrivethru window 2 expediter mimicked the first  no hello no thank you nothing only thing she said was waiting on your nuggets that is it but she had plenty to say with her coworkers one of whom i could tell was the shift supervisor who were standing around being absolutely unproductiveto add insult to injury they also got our order wrong wrong sauces  minor but still wrong especially with an order so small  only 1 entree we ordered chicken mcnuggets and 2 sweet teas pretty simple orderas a mcdonalds alumnus myself i can rightfully say that this stores management should be ashamed of themselves and their franchise pulled until the store managers learn mcdonalds standards for customer service," Drivethru window 1 cashier did not say a single word not a single greeting or smile . Customer service was ""absolutely the worst most shameful mcdonalds i have ever been to i have had better customer service"""
i can hear my heart stopping every time i eat here,i can hear my heart stopping every time i eat here
this is the worst mcdonalds in the world i have eaten at a lot of mcdonalds in a lot of locations this is absolutely the sorriest mistake mcdonalds ever did by giving these people a franchise mcdonalds get smart and take back your franchise and give it to an american,this is the worst mcdonalds in the world i have eaten at a lot of mcdonalds in a lot of locations this is absolutely the sorriest mistake mcdonalds ever did by giving these people a franchise mcdonalds get smart and take back your franchise and give it to an american
worst mcdonalds ever horrible service long waits rude employees i give up on this location,worst mcdonalds ever horrible service long waits rude employees i give up on this location
i drive up and down 90 and have eaten at every mcd and this is the worst over all service is always slower than normal todays visit i was only customer and they could not get the order right  i love mcd but not this one,i drive up and down 90 and have eaten at every mcd and this is the worst over all service is always slower than normal todays visit i was only customer and they could not get the order right  i love mcd but not this one
this is the worst location ever i refuse to go to this location in all the years that i went i never had an order that was correct the staff was rude and one time when i stopped one employee had her child there just running wild behind the counter,this is the worst location ever i refuse to go to this location in all the years that i went i never had an order that was correct the staff was rude and one time when i stopped one employee had her child there just running wild behind the counter
joed again came in  saw they had power plugs so that i could enjoy my time here while i waited for me daughter to finish choir practicebot my lunch and took a seat joedpower plugs do not worknot a one of themi asked if a fuse blew or what they said a electrician was coming inservice was good and the food is mcdonalds i just would have went somewhere else had i known they did not have power, joed again came in  saw they had power plugs so that i could enjoy my time here while i waited for me daughter to finish choir practice . i just would have went somewhere else had i known they did not have power .
could have had a 5 course meal at a real restaurant in the time it took 5 cars to go through line also no mcflurrys or ice cream when we went,could have had a 5 course meal at a real restaurant in the time it took 5 cars to go through line also no mcflurrys or ice cream when we went
this is a busy location on carnegie near a neighborhood that is not the greatest that being said the service is usually great going through the drive through wait times are usually appropriate to the length of the line food is well prepared and servers are friendly not a big fan of mcds but this is a good location, This is a busy location on carnegie near a neighborhood that is not the greatest that being said the service is usually great going through the drive through wait times are usually appropriate to the length of the line .
i like mcdonalds every once in awhile there i said it never come to this mcdonalds if youre hungry in a good mood or expect to be met with kindness our order was simple but we had to repeat it multiple times in response to whaaa coming from the order box then when the voice from the box repeated our order it was wrong then when we went to the pay window they asked if our order was correct and it absolutely was not then when we went to the food window we asked for ketchup and were told it was in the bag we dug in found no ketchup but a ton of salt packets luckily my boyfriend is a ketchup hoarder so we had a bunch of little packets on hand overall the debacle started off comically difficult and ended up thisappointing and a bit enraging mostly i was mad because we were lied to the ketchup was a lie now i cannot lie i will probably be back because my expectations for mcds are not too high and i like french fries, i like mcdonalds every once in awhile there i said it never come to this mcdonald's if youre hungry in a good mood or expect to be met with kindness our order was simple but we had to repeat it multiple times
this review is for the shamrock shake onlyit is brighter green than i remember an extremely unnatural shade of green that does not occur normally in nature for as unnatural the color is the flavor is just as fake i do not think there is any actual mint or dairy in these things i think they are petroluembaseddoes it taste different than it used to definitely a few years ago mcds did the unthinkable they ditched their old shake recipes for a new fastercheapereasier shake system basically a neutral vanilla shake comes out and different flavored syrups are mixed in at the last minute the result is a subpar product syrupy and too sweet it is not even mixed when it comes out it is like those thousandflavor ice cream joints that do the flavor syrups yukis the shamrock shake thisgusting yesdo i kind of love it yesthe shakes do not taste too horribly different they are similar enough to the old recipe to still be ok in my book do i feel dirty for eating one yesdo i now want to vomit yeswould i recommend the shamrock shake to the casual observer totally, A few years ago mcds ditched their old shake recipes for a new fastercheapereasier shake system . The result is a subpar product syrupy and too sweet it is not even mixed when it comes out .
this review screams first world problemsbut until yelp opens up a site that allows us to review establishments in the third world can one even still use that term without being offensive i guess all of the things about which we gripe will be first world problems would not theyanyhow my wife was hungry one evening so we stopped here to grab a bite to eat through the drivethru we actually enjoy eating at mcdonalds in general and think the food is good some people will probably find that statement more offensive than the above comments about terminology so it is not like this was a bad option we actually used to stop at this one pretty often on our way home from church when we lived on the east side and we generally received great serviceunfortunately tonight was a night on which we received awful servicewhen we pulled up to the drivethrough the mcdonalds employee let loose with this rapidfire barrage that was presumably supposed to tell us what food was not available i am a teacher and i am used to decipheringbut this was incomprehensible of course when we mistakingly ordered something that was deemed offlimits we were made to feel like buffoonsafter we finally managed to figured out what was available we ordered and pulled up to the window you do not need a crystal ball to figure out what happened nextthat is right they got the order partially wrong one of my wifes chicken mcnuggets even wound up outside of the container perhaps it was in a hurry to escape an environment completely void of any sort of concern for the customer or perhaps they could not be bothered to take an extra second to close the container fully i will let you be the judge on that one they also gave her the wrong sauce i had no idea that sweet and sour actually means barbequewhy we stopped at this mcdonalds instead of driving to the mcdonalds on clarkwhich consistently provides amazing customer service that surely makes ray kroc smile in his graveis beyond me live and learn, This review screams first world problems but until yelp opens up a site that allows us to review establishments in the third world can one even still use that term without being offensive . My wife was hungry one evening so we stopped here to
they open at 5am so i was the first in line today i gave my order loud and clear the cashier responded but the speaker was so quiet i could not understand i went to the 1st window which had a sign saying hearing impaired could get assistance at that window but no one was present a few employees walked by barely looking at me finally one waved for me to go to the 2nd window notice there was no sign on the 1st window when i got to the 2nd window the woman who took my order said she had not gotten it at that point i was ready to leave but i repeated it and waited several more minutes to get my order at 509am i had my 2 bacon egg and cheese muffins with a hash brown i gave them the 2 stars because the bagged the order correctly, i gave my order loud and clear the cashier responded but the speaker was so quiet i could not understand i went to the 1st window which had a sign saying hearing impaired could get assistance at that window but no one was present .
when i think of mcdonalds i generally think of a pretty tightly ran ship and expediencysomething is horribly wrong with this mcdonalds severely long wait times at the drive thru a couple weeks ago they werent even taking orders via the intercom you literally had to wait your turn to get to the 2nd window before placing your order then they had you wait right there at the window until they fulfilled the order do you know what this does to business cars were driving off without completing their ordersi just now attempted to go through just for a coffee few cars in line but againloooonnnng wait time i finally got to the intercom and before i could even place my coffee order the woman blurts out that they do not currently have any friesseriously this is flippin mcdonaldsi placed my coffee order then started the long wait after a few minutes and no movement of the cars ahead i pulled on out of there and went across the street to the whopper king i do believe from what i have seen going on there over the past couple of months that unless there is a corporate interventionand soonthis place is a sinking ship with no life boats, Something is horribly wrong with this mcdonalds drive thru drive thru . A couple weeks ago they werent even taking orders via the intercom . A woman blurts out that they do not currently have any coffee .
location is in a improving neighborhood near the cleveland clinic it is open 24 hrs service is generally good and friendly fare is basic mcds good choice if you need a fast food fix in the neighborhood,location is in a improving neighborhood near the cleveland clinic it is open 24 hrs service is generally good and friendly fare is basic mcds good choice if you need a fast food fix in the neighborhood
busy location can be difficult to get in and out service is friendly but slow food is your basic mcds fast food would go elsewhere if you are in the area,busy location can be difficult to get in and out service is friendly but slow food is your basic mcds fast food would go elsewhere if you are in the area
the expectations are not high for food and they stayed there besides the fries the standard quarter pounder meal was every bit standard fair  the dollar menu tastes about the same here the service is very quick that is from lots of workers and food waiting for you to get here  they work their food forecasts really well but i would wait a couple minutes for hour food but hey att last they can make really good sweet tea here  there is a lot of better places surrounding this place, The expectations are not high for food and they stayed there besides the fries the standard quarter pounder meal was every bit standard fair . The service is very quick that is from lots of workers and food waiting for you to get here .
the service time is as poor as the mcdonalds at euclid beach the remodel is impressive work on service times,the service time is as poor as the mcdonalds at euclid beach the remodel is impressive work on service times
we go here sometimes at lunch or right after work for a snack since we work nearby but in general it is pretty dirty food tastes consistent with mcdonalds quality and the employees are very nice just needs to be on mcdonalds list of remodels,we go here sometimes at lunch or right after work for a snack since we work nearby but in general it is pretty dirty food tastes consistent with mcdonalds quality and the employees are very nice just needs to be on mcdonalds list of remodels
this is a very slow and thisorganized restaurant the wait times are often long and i regularly have to pull over because they do not have food ready be sure to carefully go through your order once you receive it i have received wrong or incomplete orders many times we also noticed very salty hamburger patties a couple timesunless youre desperate for some mcdonalds go elsewhere on the other hand if youre trying to kick your micky dees habit the experience youll routinely receive at this restaurant may help you do itthe only reason i am not giving them a one star review is because i know i will probably eat there again  it is the only mcdonalds option near my home, This is a very slow and thisorganized restaurant the wait times are often long and i regularly have to pull over because they do not have food ready . The only reason i am not giving them a one star review is because i know i
first off i will probably eat here again this is the closest mcdonalds and my girls love to eat here first off in driverthru check your stuff the last 3 times here they have gotten it wrong including forgetting to put the sausage on my sausage mcgriddles second i love the double drivethru it allows new and interesting ways to screw up your orderif you can go elsewhere, i love the double drivethru it allows new and interesting ways to screw up your order . The last 3 times here they have gotten it wrong including forgetting to put the sausage on my sausage mcgriddles .
taking the fast out of fast foodthe upside once in a while we all eat at mcdonalds this one happens to be very clean and nearly nice on the inside howeverthe downside i have gone to this location several times over the past two years each time i went through the drivethrough and had to endure a wait of over 10 minutes i literally waited 15 minutes in line on two different ocassions so just today when i visited i thought hmm i will be smart this time i will go inside to beat the line drivethrough line wrapping around the building well i should have known better inside the line snaked to the door just two feet from where i entered the restaurant they had one woman on the register and she was moving at a snails pacei waited for a full 10 minutes  yes i am an idiot  and still had not even gotten to place my order in fact there were still five people in front of me frustrated and hating myself for giving this place yet another shot i left without food and vowed never to returnthe sumitup i really do not like mcdonalds that much but i do think that they seem pretty wellrun overall however this particular location is an anomoly it is just downright horrid in it is customer service and nobody  i mean nobody  should ever stop here for fast food this place is terrible, This particular location is an anomoly it is just downright horrid in it is customer service and nobody  should ever stop here for fast food this place is terrible .
not as good as other locations prices are higher just because it is in the mall they also do not have a value menu the food is the same the staff are not as friendly,not as good as other locations prices are higher just because it is in the mall they also do not have a value menu the food is the same the staff are not as friendly
much rather go to the one in north ridgeville because of 1 the location and 2 the hoursnorth olmsted mcds is closes at like 10pm and north ridgeville never closes so that means when i am craving a double cheeseburger at 2am i can drive my little neon to go get one, north olmsted mcds is closes at 10pm and north ridgeville never closes so that means when i am craving a double cheeseburger at 2am i can drive my little neon to go get one . much rather go to
the slowest location on planet earth never correct as well i will never go there again,the slowest location on planet earth never correct as well i will never go there again
on the few occasions weve visited this location and ordered milkshakes the machine was out of order at least this location has one thing over the solon location a friggin drivethru,on the few occasions weve visited this location and ordered milkshakes the machine was out of order at least this location has one thing over the solon location a friggin drivethru
manger is extremely rude for a restaurant that prides itself for customer it lacks a lot of it,manger is extremely rude for a restaurant that prides itself for customer it lacks a lot of it
they recently gave this location a renovation and updated it it looks really nice and now has an indoor play area for the kiddos it is super clean inside at least when i went though we actually had to ask someone where the trashcan was since it was hidden around a corner ketchup thispenser was broken and they gave me sweet and sour sauce instead of sweet chili like i asked now i usually do not review fast food since it is pretty much the same no matter where you go but this is the location closest to my house and i can honestly say i rarely ever go because of one thingthey are sloowwwwww in the drive through expect to wait around 10 minutes i even had two people behind me decide to leave after they had ordered and i was not the one holding up the line i ordered a spicy mcchicken and nuggets i even considered if going inside would have been faster bottom line this is not the place to go if you want fast, They recently gave this location a renovation and updated it it looks really nice and now has an indoor play area for the kiddos it is super clean inside at least when i went though we actually had to ask someone where the trashcan
the drive thru was very slow and the staff was rude seriously who has to wait for almost 15 minutes in the drive thru for two meals even as the attendant opened the window to tell us to pull forward she was yelling at her coworkers not impressed,the drive thru was very slow and the staff was rude seriously who has to wait for almost 15 minutes in the drive thru for two meals even as the attendant opened the window to tell us to pull forward she was yelling at her coworkers not impressed
this review is based on the poor service i received in the drive thru last night i have nothing to say about the food because it is mcdonalds i had a horrible headache and a long drive back from the woodlands so i just decided to swing through the drive thru to grab some food hoping it would help my headache there were two cars in front of me when i pulled into the line one car was at the pick up window the other was at the intercom to order it did not take long for the car in front of me to order when it was my turn i literally sat there for 3 minutes without anyone acknowledging me usually if the employees are slow they will at least say hello and then ask for a moment to help other customers i was about to yell into the intercom to make sure they were in fact open people were pulling up behind me and i was losing my patience finally some lady came on the intercom and said what can i get you as if they were the ones waiting on me to decide i could hear a lot of noise in the background sounded chaotic i asked for a grilled chicken wrap she responded with we do not have grilled meat wait yeah ok grilled what else then i asked for sprite were out of sprite ok please give me unsweet ice tea ok sweet tea at that point my headache was so bad i did not even try to ask for the frickin unsweet tea then she told me to drive forward without telling me a total as i am waiting to pay and get my food i see at least two cars leave the drive thru line because they are fed up with the poor service when i got to the window the lady even made a comment about it ooooh look at all those cars leaving i am sorry but if you are aware that you are losing customers maybe you should step it up a little bit and get your shit together so you do not lose customers she could not have cared less it was patheticluckily i do not live in that area so i am hoping to never have to experience such slow horrible service in a drive thru this was by far one of the worst experiences i have ever had, this review is based on the poor service i received in the drive thru last night . i had a horrible headache and a long drive back from the woodlands so i decided to swing through the drive through to grab some food hoping it would
will not return to this establishment,will not return to this establishment
sooo i was in a rush and stopped here before work i ordered a sausage mcgriddle with egg whites and ended up with a nasty dry sausage biscuit with cheese it was in a huge crumpled bag so the thought crossed my mind that it was returned by somebodymaybe the parking lot is impossible to get through with people driving the wrong way so i did not bother driving back anyway super annoying when youre on a schedule good thing i left some bananas on my desk because i cannot eat thisoh and the other two times i stopped in for coffee the machine was broken they charge almost as much as starbucks for a latte that tastes like it was made from a powdered mix and the machine is always downseriously, i ordered a sausage mcgriddle with egg whites and ended up with a nasty dry sausage biscuit with cheese . The other two times i stopped in for coffee the machine was broken they charge almost as much as starbucks for a lat
service here is way below average even for a mcdonalds the bar set is not high to begin with enough said,service here is way below average even for a mcdonalds the bar set is not high to begin with enough said
this location is about average as far as mcdonalds goes their playground tends to be closed often due to broken equipment or most recently broken doors leading to the playground so if youre planning on taking a group of young children you might want to check ahead of time to make sure the playground is available i do like the fact that it is one of the few in the area that still have an outdoor playground but the lack of cover for outdoor tables makes eating outdoors rather unpleasant all in all it is okay and the convenient location in the neighborhood makes it a regular stop unfortunately some of the employees are more interested in chatting with one another than serving customers and if you have a group of people paying separately but eating together there is an annoying tendency to refuse to take your orders at the same time  meaning the first persons food is cold by the time the last person is servededit i ate at spicy mcchicken sandwich from the value menu around 8pm on 51709 and within hours was doubled over with food poisoning i cannot say that it came from the sandwich or course but i can provide this information and let others draw their own logical conclusions, The location is about average as far as mcdonalds goes . Some of the employees are more interested in chatting with one another than serving customers . The lack of cover for outdoor tables makes eating outdoors rather unpleasant .
i normally try to hit up this location when i am at the sams gas station across the parking unfortunately i normally stop for gas in the morning and this location is a nightmare at that hour the drivethru line is wrapped around the building and the line in the lobby is packed i am sure how you address these issues without completely remodeling the restaurant to reorient the driveway and open up a doubledrivewayi was here the other day for a redbox movie and got a drinkthe staff is normally pretty courteous but that drivethru issue really brings down their rating in my mind, i normally try to hit up this location when i am at the sams gas station across the parking . i normally stop for gas in the morning and this location is a nightmare at that hour the drivethru line is wrapped around the
horrible servicecold foodemployees are so ghettotalk about personal business at the registerre train these peopleghetto ass monkeys,horrible servicecold foodemployees are so ghettotalk about personal business at the registerre train these peopleghetto ass monkeys
stopped here one day because i had witnessed about five men standing at a fourwaystop asking for food and this was the fastest and closest establishment to mei should have gone somewhere else pro two stars for the sweet high schooler who took my order he was very patient with me deciding on what all i needed to get and very kindcon it is june in texas and you know what that means heat oh who am i kidding it is always hot but on june 8th it was a little bit hotter after waiting close to 15 minutes in the drivethru line i decided to get the homeless men some sundaes but to my surprise as soon as i ordered them the high schooler tells me they are out of ice cream out of ice cream what long story short i ended up getting them an array of burgers mickey ds golden crispy fries and some drinks i really wanted to buy them ice cream get it together mcdonalds  it was not even technically summer yet and you were out of ice cream before noon pssh, The high schooler who took my order was very patient with me deciding on what all i needed to get and very kind . After waiting close to 15 minutes in the drivethru line i decided to get the homeless men some sunda
not very clean employees had personal cell phones on the counter  i ordered hot cakes and they said it would be 20 min wait worst mc donalds ever,not very clean employees had personal cell phones on the counter  i ordered hot cakes and they said it would be 20 min wait worst mc donalds ever
i do not frequent mcdonalds a lot but have been hearing the commercial for the new jalapeno cheddar mcchicken sandwich so i stopped at the mcdonalds in front of sams club off of 610 and fannin big mistake it is one of the dirtiest filthiest restaurants i have ever been in trash all over the floor tables were filthy very slow employees took forever to get my sandwich and they werent busy not friendly and down right rude the manager had a serious attitude problem i will never go back to this location, i do not frequent mcdonalds a lot but have been hearing the commercial for the new jalapeno cheddar mcchicken sandwich . The manager had a serious attitude problem .
i think it is crazy to write a review for a fast food chain like mcds here but omg this is the worst micky ds i have ever been to corporate should totally come down and reevaluate this place i have lived in this area for 5 yrs and i have boycott this mcd i have never gotten an order right here nor even decent quality of servicefood granted it is in a good location near the reliant and allbut omg food is gross drinks are gross coffee is watered down flat soda not very sweet sweet tea and horrible service both inside and drive thru i really suggest and recommend you to stay away from this place if you do prepare for everything to go wrong check your items before driving off including into your burger bc the burger may be missing the meatthere is a mcd off of buffalo speedway attached to a gas station that it decent the best one in the area is further in 3rd ward at old spanish trail and scott they provide excellent service they are fast and precisestay away from this unless you want a headache with your meal, i think it is crazy to write a review for a fast food chain like mcds here but omg this is the worst micky ds i have ever been to corporate should totally come down and reevaluate this place .
all the reviews for this location are poor but i have been to this mickey ds a few times and never had any major issues it is pretty standard i always go through the drive through which always seems to have a line but nothing terribly out of the ordinary averageexactly what i expect from a mcdonalds, all the reviews for this location are poor but i have been to this mickey ds a few times and never had any major issues it is pretty standard i always go through the drive through which always seems to have a line but nothing
would not come here anymore i became a regular here getting my caramel mochas in the morning to wake me up the sugar caffeine combination in those things have me bouncing off the walls which is exactly what i need anyways the last two times i have been there they have been out of my coffee at 7am how frustrating is that to go stop there and get out of my car and waste 510 minutes on my way to work for them not to have it never again, The last two times i have been there they have been out of my coffee at 7am . The caramel mochas have me bouncing off the walls which is exactly what i need .
nastywill never go again,nastywill never go again
100 worst mcdonalds on the planet we have given them chance after chance and i just cant do it anymore our order is never right you better check your order including inside your burger before you even walk away from the counter or leave the drive thru during one visit they messed up my husbands burger three times within 5 minutes i dont understand how hard it is to slap a piece of fake meat onto a bun and throw the correct condiments onunless you cant read the ticket which honestly wouldnt be surprising there is one employee who every time we go just happens to take a break sit in a chair near to us and scream yell bitch and cuss to her hearts content on her cell phone i dont care if your on a break you still represent your workplace because you are still wearing the uniform and sitting in the lobby after the fourth time in a row of seeing this we decided we would never return there are a few other locations nearby i suggest you choose them instead, 100 worst mcdonalds on the planet we have given them chance after chance and i just cant do it anymore . Our order is never right you better check your order including inside your burger before you even walk away from the counter or leave
horrible service our cashier was no where near friendly the only reason i gave this mcdonalds 2 stars was because the supervisormanager stepped in to be nice other than that i would have given it 12 a star,horrible service our cashier was no where near friendly the only reason i gave this mcdonalds 2 stars was because the supervisormanager stepped in to be nice other than that i would have given it 12 a star
horrible saw weed in the bathroom stall makes sense as the employees always get my order wrong so they are probably blitzed lol funny but truethey charged me for a salad when i ordered a burger and then took 8 minutes to realize they could just give me cash back because they could not refund a card y idkbe prepared to wait forever check your order before you leave the only reason they get 1 star is the morning staff they are decent, Employees always get my order wrong so they are probably blitzed lol funny but truethey charged me for a salad when i ordered a salad . It took 8 minutes to realize they could just give me cash back because they could not refund
awful service ordered my meal in the drive thru paid for it get to the pickup window to be told they were out of chicken okay rude employees that gave me attitude when i just said i wanted my money back then a customers order who ordered ahead of me came back to the window because his order was wrong and the manager basically insulted one of his employees who was taking orders rude pathetic excuse for a mcdonalds if i could give zero starts i would, awful service ordered my meal in the drive thru paid for it get to the pickup window to be told they were out of chicken okay rude employees that gave me attitude . When i just said i wanted my money back then a customers order who
this mcdonalds is a mess they had nothing to drink except tea and took me 20 minutes to get a breakfast sandwich i could lay an egg faster than it takes them to cook one,this mcdonalds is a mess they had nothing to drink except tea and took me 20 minutes to get a breakfast sandwich i could lay an egg faster than it takes them to cook one
drive thru is terrible waited over 20 minutes before getting my food perfect example of what lack of training will do to a business will never stop at this location again,drive thru is terrible waited over 20 minutes before getting my food perfect example of what lack of training will do to a business will never stop at this location again
the coffee here gives me the worst runs ever it is like they put laxative in it or something i do like the french fries as if you are ever stopped up they help you return to regular pretty quick i am not please with the happy meal selection my son wanted a car and instead he got a penguinthe restroom needs some attention, The coffee here gives me the worst runs ever it is like they put laxative in it or something i do like the french fries as if you are ever stopped up they help you return to regular pretty quick .
i normally do not take the time come out and review a fastfood place cause most of the time they suck i mean lets face the facts they are garbage food to fill our need for crap run by idiots and adolescents who do not give a crap back in the day i wouldnt care but i am a dad now and as we all know time is key with kids this place is ridiculous i seriously need to record every time i go here at the drive through and watch the epic fail on their end when i order clearly voice jalapeio burger and they come back with ok fishfilet and a chocolate shake uhanyways the reason i give this place run by incompetent neurons is because i was excited that our area bridgelands cyrpess lakes had a easy spot for morning coffee breakfast but to be so inefficient and consistently missing crap it is just ridiculousi mean without fail every single time i go there i am seriously not exaggerating and we go maybe once or twice a month so not very often but every single time things are missing and not just sauce packet i mean seriously goofy obvious things my kids seem to always miss a juice box in their happy meal and gogurt and when i say always i mean literally always i have had drinks missing the dude at the drive through looking at me with deadeyes and i am looking back like dude i have a mocha frappe that is kind of obvious wouldnt it beanyways i digress all in all this place sucks but you cannot expect much when it is run by a bunch of goofball kids that do not care and a staff that are either foreign immigrants or selfentitled know it alls but ya from now i will make the extra trip to whataburger they never let me down hah, i normally do not take the time come out and review a fastfood place cause most of the time they suck . But i am a dad now and as we all know time is key with kids this place is ridiculous i seriously need to
