summarized_reviews,sentiments
 It took the 30 or so employees behind the counter 10 minutes to take my order of a large coke then get me a cup of aw root beer . The thing that perplexes me the most is that they have a self service fountain,"{'label': 'NEGATIVE', 'score': 0.9878835082054138}"
 This is quite a lovely mcds their chicken nuggets taste like pizzas also they have a usually kind and friendly staff . This is better than the mcdonalds up near adthison at 12am which was super packed also in,"{'label': 'POSITIVE', 'score': 0.9992393255233765}"
it is a newly remodeled location looks updated af service could be better counter staff has a bugh humbug look on the faceam not no self service pop machine no morethe chicken nuggets are not even warmwtf ronald ,"{'label': 'NEGATIVE', 'score': 0.9979217648506165}"
 logan square does not have a lot to offer in the fast food lane but when push comes to shove at least mcdonalds is a decent goto right .,"{'label': 'POSITIVE', 'score': 0.9993475079536438}"
worst mcdonalds everi do not understand why the promotional signs are always in spanish and not in english they should be in both languages or just english unless the owner is racist and does not want english speaking people at the events,"{'label': 'NEGATIVE', 'score': 0.9996650218963623}"
 The stingiest mcdonalds i have ever been to including downtown downtown . The employees understood english but for the very first time in my life they messed up my order .,"{'label': 'NEGATIVE', 'score': 0.9977042078971863}"
one of the best mcdonalds in the city this place is always clean and they have a great staff,"{'label': 'POSITIVE', 'score': 0.9997531771659851}"
it is mcdonalds people it is not going to be the best place in the world but this is one of the best mcdonalds in the city now i even noticed a improvement in food quality and high improvement in service,"{'label': 'POSITIVE', 'score': 0.9994530081748962}"
 this is probably the worst mcdonalds ever it does not matter what time of day i go how many people are waiting in line or how little i order i always end up spending at least 10 to 15 minutes waiting for my order .,"{'label': 'NEGATIVE', 'score': 0.9997957348823547}"
when i go to mcdonalds which is rare i am looking for greasy food and consistency the double cheeseburger i had today was dry and nasty can you believe it hell is freezing over2 stars because they were nice,"{'label': 'NEGATIVE', 'score': 0.9980471134185791}"
 this place was awful before but then it got a face lift they demod the building and rebuilt it from scratch . The staff is friendly the service is markedly improved although some new staff still learning .,"{'label': 'POSITIVE', 'score': 0.9985806941986084}"
lolsoooo many one star reviews it is mcdonalds people in a middling at best part of chicago you were expectingthe people watching is good for the junkiehomeless person tip and well they have big macs i do not know what else to say,"{'label': 'NEGATIVE', 'score': 0.9954519867897034}"
 i was in the logan sq area and stopped in for a big mac found out the store was just rebuilt from another regular customer . The new face lift on this mcdonalds is fantastic the crew seemed very upbeat service was very friendly,"{'label': 'POSITIVE', 'score': 0.9991963505744934}"
 slow mcdonalds is a pretty hip place to eat but you have to pay for refills and i believe i saw a cosbysweater clad gentleman eat a mcnugget off the floor . Overall great atmosphere .,"{'label': 'POSITIVE', 'score': 0.9943755865097046}"
 Something was messed up with my order a couple of time i went there and ordered a large fry and a coke but got a 10 piece chicken nugget with a root beer . The rest of the time i would always get either,"{'label': 'NEGATIVE', 'score': 0.9957648515701294}"
 The parking lot is cramped and begging for a lowspeed crash . The bathroom doors are locked and require an attendant to unlock them .,"{'label': 'NEGATIVE', 'score': 0.999171257019043}"
 for years i have come to this mcdonalds but as the managers came and went the service and atmosphere has gotten worse and worse i have stopped going here as of january 12011 i will tell you why i stopped in to get,"{'label': 'NEGATIVE', 'score': 0.9983342289924622}"
for the love of god please salt your fries like the other mcdonalds do bland bland bland can someone throw me a bone here i feel like having a little salt on your fries is not asking too much,"{'label': 'NEGATIVE', 'score': 0.7355660796165466}"
 Despite this being the closest mcdonalds to my place it is not the one i frequent most often i have found the lines both the drive through and inside tend to be very long . Usually i go down the street to the milw,"{'label': 'NEGATIVE', 'score': 0.9975906610488892}"
 The people who work here are great and always cheerful but they really need to replace the sound system for their drive through . The prices are usually better than the mcducks in bucktown that one is overpriced .,"{'label': 'NEGATIVE', 'score': 0.9961796998977661}"
 The only thing fresh in this place is what will be on the toilette paper the next day as a result of the oil that i imagine was obtained from an underworld market exchange fashioned by cheap costs and the flesh of missing persons . The,"{'label': 'NEGATIVE', 'score': 0.9996768236160278}"
slow and dirtyand why do you have to wait in the drive thru for 5 minutes at 645 am it is not like there is a rush and they cannot keep up with the orders,"{'label': 'NEGATIVE', 'score': 0.9996428489685059}"
 The length of time it takes for this to happen is genuinely baffling no matter what time of day you come in or how busy the place happens to be it will always take far longer to complete your transaction than it reasonably should . The,"{'label': 'NEGATIVE', 'score': 0.9992283582687378}"
 this is my neighborhood mcdonalds this place is actually pretty busy and is quite nice and clean on the inside there is usually plenty of staff too i am not sure about order accuracy since i do not challenge them too much but service is,"{'label': 'POSITIVE', 'score': 0.9912706613540649}"
i hate fast food places i only get iced coffee and yogurt parfait at mcdonalds i feel this is just your typical mcds although it is a bit older,"{'label': 'NEGATIVE', 'score': 0.9953998923301697}"
 Every time i go there they give me 2 or 3 napkins at the most  and never give me enuff straws for my drinks . If i ask them for straws they are always a drink short .,"{'label': 'NEGATIVE', 'score': 0.9965695142745972}"
i truly cannot stand this mc donalds the service is always too slow and they have given me the wrong order 4 out of 5 times i have been here but the workers tend to be nice,"{'label': 'NEGATIVE', 'score': 0.9875774383544922}"
 i love this place i avoid it at highvolume times like i avoid almost all places right at the peak am afternoon they have dipped cones . People are always friendly  quick getting your order taken they also do not judge a gal for ordering,"{'label': 'POSITIVE', 'score': 0.9863786697387695}"
 The new system is a single register to take orders and an electronic system that shows order numbers that are ready on a tv screen sounds great right not at this location for some reason . With the new system it took 10 minutes the other day,"{'label': 'NEGATIVE', 'score': 0.9934197068214417}"
 i have nothing bad to say about the actual food or service but as other reviewers have noted this location is not exactly lighting fast . The free wifi advertised at this mcdonalds is often not working at this location .,"{'label': 'NEGATIVE', 'score': 0.9996089339256287}"
the new workflow is a horrible joke they took the worst aspect of this location and made it worseer yeah i just made that word up i really hate this location but it is so close to my office i am sure i will still get sucked in,"{'label': 'NEGATIVE', 'score': 0.9996286630630493}"
 There are three mcdonalds within two blocks of my work and this one has the worst service of any of them . I understand the people working the counter are getting minimum wage or slightly higher and are not super excited about their jobs .,"{'label': 'NEGATIVE', 'score': 0.9997276663780212}"
mcdonalds is mcdonalds so this review is more for the service and less for the food the service sucks how can it take 20 minutes to get me a single mcchicken by screwing up orders left and right that is how,"{'label': 'NEGATIVE', 'score': 0.9995573163032532}"
one of my favorite chicago mcdonalds this is more of a community center everyone hangs out at this place young and old they completely remodeled the restaurant free wifi clean bathrooms,"{'label': 'POSITIVE', 'score': 0.9349691867828369}"
this place is really bad stay away at all costs i got a beef patty in my mcdouble raw that is was stil gushing blood terrible,"{'label': 'NEGATIVE', 'score': 0.999480664730072}"
 Pop out of the machine was completely flat and this is not the first time either i have complained more than a few times with no results . Burger King has really stepped it up with brand new pop machines i guess mcdonalds does not,"{'label': 'NEGATIVE', 'score': 0.979806125164032}"
 The thistrict manager now has managers that do not speak english at all . The only thing i have seen is that they at least know about a double hamburger key on the register that is ithe wouldnt have a job if,"{'label': 'NEGATIVE', 'score': 0.9996384382247925}"
 i spilled two hot coffees all over the floor and brandon r cleaned it up and got us new coffees no charge and a jiff his name might not actually be brandon  when i worked at mcds back in the,"{'label': 'NEGATIVE', 'score': 0.9994072914123535}"
 Staff is friendly and the night manager makes the best hot fresh fries that are perfectly salted . Service is slower at late night for most places but here is quick and the food is hot .,"{'label': 'POSITIVE', 'score': 0.9993663430213928}"
the salad is good the service is quick after school there a bunch of teens by the door smoking if you ignore them they probably would not bite you the fries are good too but are drenched in salt,"{'label': 'POSITIVE', 'score': 0.9932765960693359}"
was ok nothing special wokrer at the window was friendly,"{'label': 'NEGATIVE', 'score': 0.9970217347145081}"
 i was dying of thirst in yesterdays heat so i stopped by for a dollar large coke there was only one car in front of me but i think they ordered at least 20 items from the dollar menu so i say behind them,"{'label': 'NEGATIVE', 'score': 0.9965832829475403}"
 i tend to think only people who have had bad experiences will take the time to write a review which i do not think reflects very well for how many people they serve at lunch . drivethrough ordering has a bit of an awkward setup especially,"{'label': 'NEGATIVE', 'score': 0.9993841648101807}"
 crappy female manager argued with me when i dared to return a grilled chili chicken wrap which these idiots added mayonaise .,"{'label': 'NEGATIVE', 'score': 0.9995980858802795}"
 This has to have one of the sloiwest drive thrus of all mcdonalds this was incredible and how they can have this in chicago is beyond my guesses .,"{'label': 'POSITIVE', 'score': 0.9073484539985657}"
 At least half of the kids in the playland were without socks at least half were bare feet . A manager came over and simply watched for about two minutes and then left other managers thismissed the complaint .,"{'label': 'NEGATIVE', 'score': 0.9989701509475708}"
 drivethrough sucks for customers and employees . The lot was most certainly designed before the booth was added last winter . i am certain they can not keep this booth up to required heat levels in Chicago .,"{'label': 'NEGATIVE', 'score': 0.9996849298477173}"
 people its mc donalds stop taking it so seriously do not like the fries ask for fresh ones viola youll have them in a few minutes . i get myself a side salad or a mcdouble with mac sauce shread,"{'label': 'NEGATIVE', 'score': 0.9962905645370483}"
 Management is rude and thisrespectful as well as argumentative to the customers . mcdonalds corp. should be embarrassed i had just experience just recently with cold and old food .,"{'label': 'NEGATIVE', 'score': 0.9911186099052429}"
it is where dreams come true,"{'label': 'POSITIVE', 'score': 0.9987013339996338}"
 It has not improved the service sunday morning one long line at the one register open lots of staff behind the counter running around looking confused . One employee is at a register very busy pushing buttons so i step over to her she looks up,"{'label': 'NEGATIVE', 'score': 0.9986479878425598}"
denied me a vanilla cone bc it was too late assholes whats the point in being open for 24 hours,"{'label': 'NEGATIVE', 'score': 0.999007523059845}"
 i went to this mcdonalds for dinner and after i ordered my food and pulled up to the window they handed me a drink caddy with my drinks and two glasses in it that i did not ask for . After waiting for a,"{'label': 'POSITIVE', 'score': 0.9794116616249084}"
the name is very misleading they are not fast it is as fast as your standard mcdonalds they remodeled this mcdonalds into more of a family restaurant maybe this change will work better than their express claim,"{'label': 'NEGATIVE', 'score': 0.9990243911743164}"
 How can you get one simple mcflurry order wrong apparently five different ways with this location?,"{'label': 'NEGATIVE', 'score': 0.9996248483657837}"
 Buns are not soft and burgers are rubbery as if prepared well in advance and nuked upon order . The fries are not fresh and they fill the fry carton only part way . Soft drink fountain is frequently out of at least,"{'label': 'NEGATIVE', 'score': 0.9976488947868347}"
 Alma is the so called manager at this mcds by far the worst customer service i have ever experienced she was upset because they got my order wrong and i brought it to her attention there after i can see and hear her complaining to the,"{'label': 'NEGATIVE', 'score': 0.9994254112243652}"
was overcharged for a breakfast meal told the person in charge he did not even care just said price went up he did not give me back the difference i even showed him the price on the receipt,"{'label': 'NEGATIVE', 'score': 0.9996792078018188}"
 The dollar menu is my best friend . The service is pretty standard for mcdonalds and wait is not that long . The place is located in a small shopping center .,"{'label': 'POSITIVE', 'score': 0.9419335722923279}"
 The last time i was here in july i swore it would be my last and it has been i would rather drive to pilsen or south loop to another mcdonalds than to set foot in here again the parking is ridiculous,"{'label': 'NEGATIVE', 'score': 0.9996078610420227}"
 You can order a small fries and youll be waiting for 15 minutes everyone else who ordered meals would get their food before you would even though they ordered after you . i guess the size of the place and items on the menu is what,"{'label': 'NEGATIVE', 'score': 0.99687260389328}"
if i could go minus 10 i would try for minus 1000filthy dirty i do not know how corporate let us this place stay openthisgusting,"{'label': 'NEGATIVE', 'score': 0.9993019104003906}"
 this mcdonald is smaller and does not have all the stuff that a regular mcdonald have . The parking lot is tragic if you come on monday it sucks that this is the closest one to me but the food for the most part,"{'label': 'NEGATIVE', 'score': 0.9990959167480469}"
" Growing up, eating at a mcdonalds was a luxury item for my family . The neighborhood is urbanizing and i cannot wait to see more of it .","{'label': 'POSITIVE', 'score': 0.996432900428772}"
they forgot my order i was waiting 15 mins for my food,"{'label': 'NEGATIVE', 'score': 0.9995707869529724}"
avoid horrendous lines horrendous customer service horrendous parking lotenjoy the homeless people begging for money,"{'label': 'NEGATIVE', 'score': 0.9958739876747131}"
 Customers thought there is another bag of food sitting here and just grab it or the cashier who did not care the right person get the foods anyway this macdonald is one of kind i went to many other fast foods joints .,"{'label': 'NEGATIVE', 'score': 0.9976855516433716}"
 The culinary experience was doomed for failure given certain personal and tragic circumstances i would not get into hereupon stepping to the counter i gave pause to the abbreviated menu not worthy of a mcdonalds express which is a new concept to me,"{'label': 'NEGATIVE', 'score': 0.9995922446250916}"
 This is a mcdonalds express so it sadly does not have the entire menu at all times . The counter is tiny and only holds two registers so at any busy point in time the line of people engulfs the only walking space and,"{'label': 'NEGATIVE', 'score': 0.9991347193717957}"
they have bad service and very rude,"{'label': 'NEGATIVE', 'score': 0.9995424747467041}"
 The drive up is a nightmare so they lost a point  whether it is morning or night there is always a long line . Everything is affordable and there is even a dollar menu . The customer service is just average and the supervisor was rude,"{'label': 'NEGATIVE', 'score': 0.998773992061615}"
 Four times that i have gone there in the 3 years i live in this area they have gotten every single order wrong . The last straw was today when i was in a hurry and got home only to see a wrong order .,"{'label': 'NEGATIVE', 'score': 0.9989895224571228}"
" this mcdonalds has the worst service of any that i have visited in the world, i mean that quite literally cold food incorrect orders after long wait times prices on their own menu not even being honored the list goes on and on .","{'label': 'NEGATIVE', 'score': 0.9998084902763367}"
 i did a serious uey when i saw the sign boasting that the new sweet chili sauce was here deliciousoi smothered that sauce all over my southern style crispy sandwich it was amazing . ooh all nightall nightooh every,"{'label': 'POSITIVE', 'score': 0.9980388283729553}"
 i am going to be a connoisseur of everything mcdonalds very soon i did not realize how many i have been too until they kept popping up in my feed . Although there is sometimes a language barrier when i go i,"{'label': 'POSITIVE', 'score': 0.893716037273407}"
breakfast stops at 1030 am i had no idea ggrrr,"{'label': 'NEGATIVE', 'score': 0.9916746020317078}"
 The location service and neighborhood sucks . The only one of the lights is only green for one side of the street but has no sign indicating that anywhere so people either do not stop or just stand there .,"{'label': 'NEGATIVE', 'score': 0.9994811415672302}"
 mcdonalds is focused on cars and its parking lot is twice as big as the restaurant go to the la perla tapatia which is right next door . at a time when people are finally realizing that we must eat healthy to,"{'label': 'NEGATIVE', 'score': 0.9734172224998474}"
 The parking lot configuration and ease of ingressegress is even more stupid than the old one . The entrance has one of those dividedcurb thingys which was barely wide enough for my compact car there are two drivethru lanes,"{'label': 'NEGATIVE', 'score': 0.9997461438179016}"
 Drive thru drive thru is clueless customer service leaves a lot of a lot to be desired . Customer service is often confused by language barriers . A request for salsa for a breakfast burrito resulted in ketchup and not the salsa i wanted after,"{'label': 'NEGATIVE', 'score': 0.9992825388908386}"
 i had surgery on friday and i figured a sausage biscuit would help me have a bowel movement since i am on pain meds . So i begged my bf to go get me one so i begged him to . go get,"{'label': 'NEGATIVE', 'score': 0.9982047080993652}"
just a regular mcdonalds  nothing too out of the ordinary average workers and average service it is always busy in the mornings the drive thru line most of the time is literally leading out of the parking lot,"{'label': 'NEGATIVE', 'score': 0.8800663948059082}"
two all beef patties special sauce lettuce cheese pickles onions on a sesame seed bunall that and great customer service the manager is all over his team here making this a remarkably friendly mcds,"{'label': 'POSITIVE', 'score': 0.9970285296440125}"
 When i am overly busy convenience will often nudge itself up to be one of the weightier considerations when trying to manage dinner when i do not have time to make dinner . With this mcdonalds i get apprehensive driving into the,"{'label': 'NEGATIVE', 'score': 0.9893220663070679}"
 i do not care if the owner is my next neighbor or he lives in malaysia if you cannot consistently give people what they ordered you sucki have been here about 5 times once  i think  my order was correct on the,"{'label': 'NEGATIVE', 'score': 0.9996070265769958}"
 This location is the closest to my home and as a result i would go here frequently when the urge arose no more . Employees are an unmotivated bunch who does not seem to care about customer service cleanliness is marginal .,"{'label': 'NEGATIVE', 'score': 0.9984899759292603}"
 This might be the prettiest mcdonalds in the area it was recently rennovated in the prairie style frank lloyd wright is a big attraction here in oak park and it resembles a lovely hotel lobby stained glass woodwork,"{'label': 'POSITIVE', 'score': 0.9995679259300232}"
 The founder of this local resturaunt lived and went to high school less than a mile from the store . They sell french fries shakes and all different types of cheeseburgers .,"{'label': 'NEGATIVE', 'score': 0.9766354560852051}"
very poor service and super slow i hate going to this location,"{'label': 'NEGATIVE', 'score': 0.9997909665107727}"
still a trashy location but it has been verified that drug deals do go on there so youll have something interesting to watch while the jerk taking your order gets off phone,"{'label': 'NEGATIVE', 'score': 0.8932436108589172}"
 i just had the worst experience ever first the car behind me was waited on before me and pulled in front of me when i made it to the cashier i asked if there was an issue with the drive thru he said no he knew,"{'label': 'NEGATIVE', 'score': 0.9995032548904419}"
 i hate this place i will go without coffee and eating no matter how tired and starving i am tons of people working and no one waits on the customers or the white customers take a back seat to the black customers even if the white customer,"{'label': 'NEGATIVE', 'score': 0.9978137016296387}"
 great peoplegreat atmosphere  and the cashier was the sweetest girl i have ever met always polite and very friendly never a problem when i go there they have the greatest coffee around and they know exactly how i like it .,"{'label': 'POSITIVE', 'score': 0.9998267292976379}"
nice new restaurant with a friendly cashier lovely interior bathrooms were not clean and one was broken it took way too long to get our food,"{'label': 'NEGATIVE', 'score': 0.9992914199829102}"
 If you expect service with a smile or respect go anywhere else i had a manager hand me change last night at the drive thru and she dropped some of my change . She outright refused to give me the correct change and basically told me i,"{'label': 'NEGATIVE', 'score': 0.9978639483451843}"
i was just there and they messed my order up big time not happy with this mcdonalds at all instead of dancing around and playing they should of been makin the food right ,"{'label': 'NEGATIVE', 'score': 0.9996809959411621}"
 came in here for a meeting with a client since it was halfway between our respective locales they had apparently just cleaned the whole place . The floors and all of the surfaces were all equally moist not justwipeddown moist but rather cleaned,"{'label': 'NEGATIVE', 'score': 0.9674944281578064}"
 i went thru the drive thru so you expect low expectations lol the girl in the first window had such a bad attitude and was so rude though she kept smacking her window seal to tell me to move faster when the car in front of,"{'label': 'NEGATIVE', 'score': 0.9995073080062866}"
 1215so i have had 1 good experience and many bad this time i remembered to take a photo literally looks like they threw my burger at the wall . i had to rebuild my own burger and then the holiday pie was burnt . i,"{'label': 'NEGATIVE', 'score': 0.9996919631958008}"
sandwiches are always messy sometimes they do not put sugar in a cream and sugar coffee it is a mcdonalds,"{'label': 'NEGATIVE', 'score': 0.9916746020317078}"
you are in the drive thru at mcdsyou are not allowed to be angry that they got the order wrong it is what they do check the bag at the window always always mmmmmm fries and a shake me likey,"{'label': 'POSITIVE', 'score': 0.9928138852119446}"
biggest bunch of idiots i have ever encountered i mean really you have one job it is a pathetic place you cannot even get a drink order right,"{'label': 'NEGATIVE', 'score': 0.9997126460075378}"
 i have yet to get an order correct at this location you get smart ass remarks when u speak to the manager and corporate just apologizes and do not take any steps to improve this location . Employees are rude and act like they are hanging,"{'label': 'NEGATIVE', 'score': 0.9996867179870605}"
yes and no depp on your mood well the guys who working there have a hard time to understand your order and make it right happened few times to me and i live like 1 min away but the good thing open 247,"{'label': 'POSITIVE', 'score': 0.9966358542442322}"
 It appears that someone at mcdonaldland corporate has taken to yelp to read reviews because the service here has gotten a little better than what i have posted before . The staff actually smile now and seem truly interested in what you're,"{'label': 'POSITIVE', 'score': 0.9830009937286377}"
 i got the best service of any mcdonalds ever at this place in the drive through when i passed through on my way back into the city . Each person taking the order taking the payment and giving us our food were all so incredibly,"{'label': 'POSITIVE', 'score': 0.9805216789245605}"
never get your order right  and most of the time its because i pull up to the window and the woman is joking around with other people that work there  hmm  i wonder why my order was taken wrong,"{'label': 'NEGATIVE', 'score': 0.998288094997406}"
 It took about 3 or 4 minutes for me to receive 2 cheeseburgers and a french fry in line with maybe 2 customers . i did appreciate however that i was given a fresh new fry when it took my burgers so long i,"{'label': 'NEGATIVE', 'score': 0.9714184403419495}"
 i have been here many times do not think i will return after the last time  drive thru order was wrong and what i did get looked like it had been run over by a car . i emailed them and they left me an apology,"{'label': 'NEGATIVE', 'score': 0.9995192289352417}"
another mcdonalds need i say more mcdonalds comparable to crack you know its bad for you but you keep wanting more so i have heard ,"{'label': 'NEGATIVE', 'score': 0.9788212776184082}"
 This has to be the worst mcdonalds location i have ever been to  it is too bad since it is only a couple of miles away from corporate headquarters you would think they would be out to impress . The food was horrible and,"{'label': 'NEGATIVE', 'score': 0.9997778534889221}"
warm dining room fountain service friendly employees and a quick turnaround time,"{'label': 'POSITIVE', 'score': 0.9997386336326599}"
 The ice will be melted fifteen minutes after you leave the window . The staff is constantly remade everything even the sodas . The female who look my order was short and snippy when i asked about a ment item that was not on,"{'label': 'NEGATIVE', 'score': 0.9986305236816406}"
 i work the early morning shift and they are open 24 hours . i have gone twice in the past week to get a coffee and one time they had to pull out the pot and start making it . The other time they told me they,"{'label': 'NEGATIVE', 'score': 0.9929803013801575}"
what can you say it is mcdonaldsbreakfast drivethru crew always good lunchdinner ummmmcashiers are good but some how every time i order my food wo certain ingredients they do the opposite,"{'label': 'NEGATIVE', 'score': 0.9153751730918884}"
 The manager after a time recognized me when i parked and came in for order correction it is not only me i work in a 80 persons office and when i see someone carrying a mc donalds before i can ask  they begin to,"{'label': 'NEGATIVE', 'score': 0.9928419589996338}"
 i went here shortly after they opened i got here at 1245 to get a large coke with no ice . The line was about 5 deep but i figured with it being fast food it would be fast it took about 5 mins to,"{'label': 'NEGATIVE', 'score': 0.9950150847434998}"
 This review is only for their customer service and iced coffee . The restaurant was a place to charge my electronics after the recent storm that came through and led to my power being out . The young fella came from behind the counter to,"{'label': 'NEGATIVE', 'score': 0.9899829030036926}"
i needed some quick breakfast this morning i was in and out of the drive through in under a minute staff was smiling even though it was the crack of dawn and the food was hot and the order correct good as it gets in my opinion,"{'label': 'POSITIVE', 'score': 0.9673134684562683}"
 well it may be a brand new store but it still suffers from the same problem as most fast food stores  bad help . i went with my wife and she ordered by number  no problem  i ordered a southwest salad  was asked,"{'label': 'NEGATIVE', 'score': 0.9983955025672913}"
its mcdssunday mornings  check your bags for straws and napkins this is a regular stop during my sunday rituals and my biggest gripe is that i have to run into the restaurant to acquire these items,"{'label': 'NEGATIVE', 'score': 0.9949142932891846}"
how the fuck can you forget the cheese on a cheeseburger seriously every time i go youll fuck up my order take for ever worst fucking service ever and youll want 15dollars an hour get the fuck out of here,"{'label': 'NEGATIVE', 'score': 0.999448835849762}"
 i do not know why people have a problem with this mcdonalds i have never had issues with my orders and nobody has ever been less than pleasant and nice to me . The only complaint i have is that youll never be able,"{'label': 'NEGATIVE', 'score': 0.9245678782463074}"
 i wish i could give 0 stars after waiting 15 minutes in the drivethru we still did not have our food . This is not asking for a steak cooked well done .,"{'label': 'NEGATIVE', 'score': 0.9996554851531982}"
crazy noisy screaming kids here add to the usual ambiance of dirty tables hard to understand counter staff and the typical gourmet food offerings another day in minimum wage heaven,"{'label': 'NEGATIVE', 'score': 0.9781802892684937}"
 The food is usually fresh and hot and the service prompt . The evening drive thru can be a mixed bag . The breakfast team carries the load there .,"{'label': 'NEGATIVE', 'score': 0.6675734519958496}"
i had a 1 chicken sandwich here two separate times and both times it smelled like stale carpet i understand that im spending only a dollar but at least sell fresh foodi will never go back to this place,"{'label': 'NEGATIVE', 'score': 0.9981064796447754}"
 this place lack of integrityi purchased muffins and coffee for my office staff they charged me very high prices . The next day at the same time i purchased the same thing in a different mcdonald for our chicago office staff the bill,"{'label': 'NEGATIVE', 'score': 0.9991870522499084}"
 One of my earliest memories of arlington heights is coming to this mcdonalds with my dad before my first day of school school for breakfast . One time they got my order wrong i ordered two egg mcmuffin meals but instead,"{'label': 'NEGATIVE', 'score': 0.9910306930541992}"
i do not understand why people have qualms with this mcdonalds it is a mcdonalds it is standard their business model is standardization it is aok just a plain old mcdonalds never had anything crazy occur to me here,"{'label': 'NEGATIVE', 'score': 0.995586633682251}"
 this mcdonalds is such a shame i went late night with my bud last night  they kind of sort of sucked a whole lot first of all mid order in the drive thru the guy stopped listening to me place our order  started,"{'label': 'NEGATIVE', 'score': 0.9997454285621643}"
 The drivethru takes forever . The only reason why this one stood out for me was the fact that the drive-thru took forever . At least it is not as bad as the mcdonalds off of dundee and,"{'label': 'POSITIVE', 'score': 0.6874528527259827}"
the hamburglar actually workz the drive thru because all i heard was rubblerubble,"{'label': 'NEGATIVE', 'score': 0.9937317967414856}"
 this place is terrible we went through the drive thru and ordered a value meal and a wrap they gave us the drink and the bag which we assumed contained everything when we got home we found both the wrap and the receipt missing . When he,"{'label': 'NEGATIVE', 'score': 0.9996236562728882}"
what can we expect from mcdonalds lol lol lol,"{'label': 'NEGATIVE', 'score': 0.9701405167579651}"
 these guys really do suck they are in such a hurry to get you through the place that they really do not care if your order is right . Check your bag before you leave the window .,"{'label': 'NEGATIVE', 'score': 0.9996732473373413}"
 Worst mcdonalds i have ever been to slow and incompetent staff . Each time took 10 to 20 minutes to get my order . 2 out of the 3 times other customers complained because the staff forgot something where they had the wrong order missing,"{'label': 'NEGATIVE', 'score': 0.9995707869529724}"
 horrible service staff is not bothered they are just lazy and dont care i would say avoid this place else you gonna spoil your day today .,"{'label': 'NEGATIVE', 'score': 0.9987605810165405}"
order 488 today at 4pm nobody else in line 10 seconds to get my drink but six minute ticket time manager came forward grabbed the receipt out my hand crumpled it up and handed me my food do i need to repeat that corporate will be called,"{'label': 'NEGATIVE', 'score': 0.9930758476257324}"
 This is not fast food and if you say anything they treat you even worst . The only reason they are still open is because they are located in tower city . The staff is rude and management is horrible .,"{'label': 'NEGATIVE', 'score': 0.9996271133422852}"
typically always bad service there,"{'label': 'NEGATIVE', 'score': 0.9997574687004089}"
 This is the worst mcdonalds i have ever visited . Staff is rude and their coke tastes like it is half soda half hic orange . On the plus side there is always a cop there .,"{'label': 'NEGATIVE', 'score': 0.9997881054878235}"
 If you go here expect a attitude from someone do not expect your food to be fresh or right . Don't bother talking to a manager because they are just as ridiculous as the rest of the crew honestly if your not in a rush just,"{'label': 'NEGATIVE', 'score': 0.993539035320282}"
continues to be the worst mcdonalds i have ever been tojust stopped for breakfast the employees could not move any slower if it were humanly possible an extremely thiscourteous i just do not understand how this place stays in business,"{'label': 'NEGATIVE', 'score': 0.999747097492218}"
" The drive thru has got to be the slowest drive thru in the world, i have never had an order there where i did not have to pull forward and wait . The number of times i have driven all the way home only to","{'label': 'NEGATIVE', 'score': 0.9872879981994629}"
the worst mcdonalds i have been in make sure and check your order before you leave chances are its missing something,"{'label': 'NEGATIVE', 'score': 0.9998051524162292}"
 i had the extremely rare and exciting experience of finally getting a table at this dynamic and world renowned restaurant at 700 am no less . i would highly recommend this restaurant to those with almost no money and a hankering for some good ol,"{'label': 'POSITIVE', 'score': 0.9994884729385376}"
 Bar none worst mcdonalds if you frequent this location you are assured to be greeted by a rude thisinterested and barely literate individual who will deliver you an incomplete or incorrect order .,"{'label': 'NEGATIVE', 'score': 0.9997184872627258}"
 i had the extremely rare and exciting experience of finally getting a table at this dynamic and world renowned restaurant at 700 am no less . i would highly recommend this restaurant to those with almost no money and a hankering for some good ol,"{'label': 'POSITIVE', 'score': 0.9994884729385376}"
" The double bacon grilled chicken sandwich had no bacon on it . Management should pay closer attention to who they hire, says the female cashier .","{'label': 'NEGATIVE', 'score': 0.9988234639167786}"
 The place was not clean and the service was p poor and i would never return to this location . The food was not hot not packaged correctly and the food wasn't hot . The managers were flustered and unsure of themselves .,"{'label': 'NEGATIVE', 'score': 0.9995753169059753}"
dirty and super ghetto though you probably figured that out as you drove by,"{'label': 'NEGATIVE', 'score': 0.9951661825180054}"
 Bar none worst mcdonalds if you frequent this location you are assured to be greeted by a rude thisinterested and barely literate individual who will deliver you an incomplete or incorrect order .,"{'label': 'NEGATIVE', 'score': 0.9997184872627258}"
no drive through ,"{'label': 'NEGATIVE', 'score': 0.9966647028923035}"
food is always fresh however you always wait at least 15 minutes before you are served which is unacceptable for a fast food place this place is good depending if you are looking for quality food or quick turn around time wish they had a drive through,"{'label': 'POSITIVE', 'score': 0.9906489253044128}"
no soap in the bathroom badworse no toilet paper in the bathroomspoiled saladmilkshake machine is donebroken ketchup thispenserreturned to bathroom 30 min after telling manager still no toilet paper or soap expect the cooks to have poop fingersthey need to shut this sht hole down,"{'label': 'NEGATIVE', 'score': 0.9978117346763611}"
easily the worst mcdonalds i have seen in a long time decor from the 80s no drivethru slow service and poorly organized so everyone stands in packs hoping their food will come out next head to the burger king down the street,"{'label': 'NEGATIVE', 'score': 0.9997513890266418}"
